att1,att2,att3,att4,att5,binaryClass
0,2,0,204.474861,2.202282,N
0,2,0,198.568861,2.224649,N
0,2,0,198.716861,2.273411,N
0,2,0,182.838861,1.967819,N
0,2,0,198.188861,1.997991,N
0,2,0,190.944861,2.109499,N
0,2,0,192.110861,2.188854,N
0,2,0,161.616861,1.770618,N
0,3,1,187.254861,1.922448,N
0,3,1,197.592861,2.010033,N
0,2,0,185.451861,1.995942,N
0,2,0,187.338861,1.916974,N
0,2,0,206.400861,2.049603,N
0,2,0,185.320861,1.941558,N
0,2,0,194.152861,1.962321,N
0,2,0,187.610861,1.99465,N
0,2,0,177.844861,1.838054,N
0,2,0,189.098861,1.982507,N
0,2,0,201.330861,2.284605,N
0,3,1,177.041861,1.741948,N
0,2,0,177.174861,2.040429,N
0,3,1,176.346861,1.904893,N
0,2,0,172.072861,2.062303,N
0,2,0,193.812861,1.886418,N
0,2,0,190.256861,1.918026,N
0,2,0,200.058861,1.997797,N
0,2,0,178.214861,1.865824,N
0,2,0,176.709861,1.781455,N
0,2,0,188.926861,1.998729,N
0,2,0,200.455861,2.135772,N
0,2,0,184.320861,2.066654,N
0,2,0,206.590861,2.084024,N
0,2,0,171.764861,1.807028,N
0,2,0,181.392861,2.008597,N
0,2,0,205.912861,2.038452,N
0,2,0,185.676861,1.995461,N
0,2,0,175.800861,1.900389,N
0,2,0,192.870861,2.181557,N
0,2,0,190.150861,1.885902,N
0,2,0,193.002861,1.836388,N
0,2,0,162.865861,1.699286,N
0,2,0,187.776861,1.967289,N
0,2,0,156.092861,1.60893,N
0,2,0,202.926861,2.335056,N
0,2,0,176.776861,1.878131,N
0,2,0,205.002861,2.088129,N
1,1,1,159.722861,1.657448,N
0,2,0,189.678861,1.988588,N
0,2,0,192.498861,1.990842,N
0,2,0,169.020861,1.98494,N
0,2,0,197.866861,2.164499,N
0,2,0,194.566861,2.171268,N
0,2,0,190.190861,2.072752,N
0,2,0,203.166861,1.958895,N
0,2,0,200.198861,2.3172,N
0,2,0,180.754861,1.908253,N
0,2,0,162.386861,1.791254,N
0,2,0,184.782861,2.03364,N
0,2,0,200.850861,2.009487,N
0,2,0,180.052861,1.847286,N
0,2,0,180.266861,2.043928,N
0,2,0,199.660861,1.938728,N
0,2,0,163.709861,1.6462,N
0,3,1,190.000861,2.034562,N
0,2,0,199.552861,2.048706,N
0,2,0,191.530861,1.887956,N
0,2,0,189.818861,2.01956,N
0,3,1,192.200861,2.040554,N
0,2,0,208.716861,2.104126,N
0,2,0,188.678861,2.05935,N
0,2,0,172.194861,1.932221,N
0,2,0,184.426861,2.032818,N
0,2,0,200.570861,2.102779,N
0,2,0,188.098861,1.929836,N
0,3,1,203.770861,2.025999,N
0,2,0,199.586861,2.196566,N
0,2,0,203.804861,2.040325,N
0,2,0,182.764861,1.877596,N
0,2,0,194.012861,1.899707,N
0,2,0,180.572861,1.990338,N
0,2,0,182.722861,1.913021,N
0,2,0,183.806861,1.940473,N
0,2,0,221.212861,2.218795,N
0,2,0,184.542861,1.926774,N
0,2,0,200.668861,2.122952,N
0,2,0,201.934861,2.351188,N
0,2,0,185.526861,2.049642,N
0,2,0,188.860861,2.091292,N
0,2,0,192.680861,1.984737,N
0,2,0,177.470861,1.904509,N
0,2,0,183.236861,1.828667,N
0,2,0,176.974861,1.842717,N
0,2,0,203.854861,2.17821,N
0,2,0,169.936861,1.787797,N
0,3,1,204.696861,2.012826,N
0,2,0,200.520861,2.031907,N
0,2,0,190.298861,1.985512,N
0,2,0,164.496861,1.755149,N
0,2,0,204.698861,2.079617,N
0,2,0,181.432861,1.920799,N
0,2,0,191.968861,2.090569,N
0,2,0,205.118861,2.026851,N
0,2,0,188.296861,1.825141,N
0,2,0,201.100861,2.003188,N
0,2,0,199.710861,1.927826,N
0,2,0,186.048861,2.018593,N
0,2,0,198.626861,2.104311,N
0,2,0,177.420861,1.919311,N
0,3,1,189.372861,2.15942,N
0,2,0,193.102861,2.027287,N
0,3,1,178.248861,1.713643,N
0,2,0,195.542861,1.960083,N
0,2,0,191.250861,2.098446,N
0,2,0,184.964861,1.772045,N
0,2,0,162.179861,1.838852,N
0,2,0,175.080861,1.852247,N
0,2,0,191.522861,1.938229,N
0,2,0,180.192861,1.81541,N
0,2,0,206.838861,2.024075,N
0,2,0,197.666861,2.178754,N
0,3,1,184.698861,1.94989,N
0,2,0,143.852861,1.588024,N
0,2,0,193.068861,1.976908,N
0,2,0,178.166861,2.060457,N
0,3,1,170.028861,1.746755,N
0,3,1,209.062861,2.29042,N
0,2,0,137.742861,1.525253,N
0,3,1,193.944861,2.200793,N
0,3,1,170.664861,1.768602,N
0,4,2,211.362861,2.202276,N
0,4,2,188.718861,1.974437,N
0,3,1,174.998861,1.973073,N
0,4,2,183.294861,2.005093,N
0,4,2,192.540861,2.076777,N
0,4,2,163.974861,1.744595,N
0,3,1,200.734861,2.173116,N
0,3,1,193.010861,1.910728,N
0,3,1,176.380861,2.03809,N
0,3,1,165.082861,1.643385,N
0,4,2,184.028861,1.764095,N
0,2,0,181.970861,1.986135,N
0,4,2,197.964861,2.057072,N
0,3,1,187.362861,2.076305,N
0,2,0,172.434861,1.950406,N
0,3,1,184.236861,1.852611,N
0,3,1,189.496861,1.901882,N
0,3,1,178.224861,1.940895,N
0,2,0,155.886861,1.752001,N
0,4,2,202.670861,2.005123,N
0,3,1,203.091861,2.221656,N
0,3,1,165.496861,1.887162,N
0,3,1,178.868861,1.848637,N
0,3,1,192.845861,2.04019,N
0,3,1,172.378861,1.911732,N
0,3,1,174.866861,1.876565,N
0,2,0,183.144861,2.034276,N
0,2,0,192.630861,1.879394,N
0,4,2,175.478861,1.82714,N
0,3,1,192.208861,1.940184,N
0,3,1,170.358861,1.975145,N
0,3,1,175.701861,1.874705,N
0,3,1,176.454861,1.816388,N
0,4,2,179.704861,1.869869,N
0,4,2,187.346861,2.006142,N
0,3,1,158.078861,1.753141,N
0,2,0,157.556861,1.609052,N
0,4,2,152.760861,1.725102,N
0,2,0,152.636861,1.757838,N
0,3,1,183.152861,1.993077,N
0,4,2,203.142861,2.027324,N
0,4,2,183.310861,1.932532,N
0,4,2,163.454861,1.716028,N
0,3,1,156.019861,1.941303,N
0,2,0,165.462861,1.608568,N
0,3,1,203.464861,2.246094,N
0,3,1,202.786861,2.069609,N
0,3,1,210.370861,2.231881,N
0,3,1,153.248861,1.790433,N
0,3,1,179.026861,1.84903,N
0,2,0,159.888861,1.682088,N
0,3,1,153.422861,1.630011,N
0,3,1,203.588861,1.905927,N
0,3,1,178.712861,1.80511,N
0,4,2,163.412861,1.723964,N
0,3,1,207.674861,2.301397,N
0,3,1,163.081861,1.730179,N
0,3,1,209.576861,2.136112,N
0,3,1,178.456861,1.874825,N
0,3,1,188.256861,2.050145,N
0,4,2,158.508861,1.708454,N
0,3,1,164.918861,1.726621,N
0,3,1,190.744861,2.042529,N
0,4,2,182.508861,1.965699,N
0,3,1,175.726861,1.855172,N
0,4,2,184.624861,1.751698,N
0,3,1,192.010861,2.002006,N
0,3,1,176.298861,1.847037,N
0,3,1,174.262861,1.906291,N
0,3,1,172.932861,2.003297,N
0,3,1,183.648861,1.989612,N
0,4,2,191.398861,2.079718,N
0,2,0,171.566861,1.749838,N
0,3,1,175.362861,1.829675,N
0,3,1,157.672861,1.772074,N
0,4,2,193.846861,1.974496,N
0,3,0,143.142861,1.546225,N
0,3,1,200.412861,2.247081,N
0,4,2,194.640861,2.130812,N
0,3,1,206.640861,2.156019,N
0,4,2,174.452861,1.775794,N
0,3,1,193.590861,1.92002,N
0,2,0,168.624861,1.915023,N
0,2,0,170.614861,1.958364,N
0,3,1,182.516861,1.897838,N
0,3,1,195.392861,2.030346,N
0,3,1,208.394861,2.143745,N
0,3,1,174.304861,1.717108,N
0,4,2,172.220861,1.82071,N
0,3,1,171.268861,1.824797,N
0,2,0,162.940861,1.593542,N
0,3,1,190.314861,2.023399,N
0,3,1,183.442861,1.982998,N
0,2,0,182.152861,1.94912,N
0,3,1,179.084861,1.799662,N
0,3,1,183.880861,1.949463,N
0,2,0,169.120861,1.784182,N
0,3,1,146.888861,1.81363,N
0,2,0,154.504861,1.627712,N
0,2,0,189.454861,1.972663,N
0,2,0,172.012861,1.778974,N
0,3,1,174.792861,2.003007,N
0,2,0,154.082861,1.794033,N
0,2,0,179.514861,1.926444,N
0,3,1,169.746861,1.852715,N
0,3,1,188.164861,2.050672,N
0,3,1,179.390861,1.872984,N
0,2,0,151.386861,1.631691,N
0,4,2,170.714861,1.934063,N
0,3,1,179.200861,1.906591,N
0,3,1,186.932861,2.084446,N
0,3,1,188.834861,1.946419,N
0,2,0,181.804861,1.928816,N
0,2,0,169.589861,1.773084,N
0,3,1,210.138861,2.164566,N
0,3,1,174.304861,1.92419,N
0,3,1,161.022861,1.680057,N
0,3,1,190.208861,1.991395,N
0,3,1,174.056861,1.857153,N
0,3,1,184.814861,1.945672,N
0,3,1,206.094861,2.184971,N
0,3,1,198.998861,2.148005,N
0,2,0,166.322861,1.918653,N
0,3,1,175.304861,1.881265,N
0,2,0,172.252861,1.822329,N
0,3,1,185.874861,1.894529,N
0,2,0,165.008861,1.861926,N
0,3,1,159.798861,1.786072,N
0,3,1,172.550861,1.846375,N
0,3,1,202.397861,2.199232,N
0,3,1,198.220861,2.051398,N
0,3,1,184.012861,1.997981,N
0,3,1,189.140861,1.978852,N
0,3,1,166.704861,1.830507,N
0,2,0,176.454861,1.78574,N
0,3,1,187.048861,2.021979,N
0,3,1,187.288861,1.964888,N
0,3,1,172.476861,1.933856,N
0,2,0,145.912861,1.655749,N
0,3,1,206.714861,2.065559,N
0,4,2,203.794861,2.201386,N
0,3,1,160.766861,1.798304,N
0,4,2,182.714861,1.969353,N
0,2,0,180.042861,1.978465,N
0,3,1,162.693861,1.681466,N
0,3,1,185.650861,1.993735,N
0,3,1,166.108861,1.871346,N
0,3,1,167.886861,1.835163,N
0,3,1,165.662861,1.869305,N
0,3,1,198.526861,1.945078,N
0,3,1,183.674861,1.950035,N
0,3,1,180.158861,1.943223,N
0,3,1,180.052861,2.009299,N
0,3,1,202.306861,2.109357,N
0,4,2,201.752861,2.00469,N
0,4,2,169.598861,1.727509,N
0,4,1,177.628861,2.045658,N
0,4,2,175.974861,1.891194,N
0,4,2,184.452861,2.084666,N
0,4,2,180.928861,1.742446,N
0,4,2,172.468861,1.924666,N
0,4,2,185.990861,1.967668,N
0,4,2,162.776861,1.780643,N
0,3,1,178.522861,1.955835,N
0,4,2,177.992861,1.857116,N
0,2,0,176.040861,1.770195,N
0,2,0,172.748861,1.77001,N
0,2,0,161.716861,1.595048,N
0,3,1,153.678861,1.739656,N
0,4,2,211.362861,2.202276,N
