ds,col,Correlation,Statistic Similarity (Mean),Statistic Similarity (Median),Statistic Similarity (Standard Deviation),Range Coverage,Category Coverage
ds33_CTGAN_ep100_bs50.csv,V16,0.9342018196457111,0.9407860237761212,1.0,0.9397948129444746,1.0,1.0
ds38_TVAE_ep100_bs50.csv,value,0.913577668153082,0.937124802217338,0.9921512483932144,0.9945032404991836,0.9946602961410012,
ds38_TVAE_ep100_bs50.csv,rent,0.913577668153082,0.9738505895753787,1.0,0.998646912155044,1.0,
ds38_TVAE_ep100_bs50.csv,ftotinc,0.913577668153082,0.9906532612233204,0.9843495814284866,0.9824575998093625,0.993528468800095,
ds38_TVAE_ep100_bs50.csv,nfams,0.913577668153082,0.9912076450327064,1.0,0.9685678916395786,0.4285714285714286,
ds38_TVAE_ep100_bs50.csv,ncouples,0.913577668153082,0.9903852764691157,1.0,0.998703900181829,0.6666666666666667,
ds38_TVAE_ep100_bs50.csv,nmothers,0.913577668153082,0.9968527231698648,1.0,0.983363307477482,0.6666666666666667,
ds38_TVAE_ep100_bs50.csv,nfathers,0.913577668153082,0.9853074449428347,1.0,0.9919246920329786,0.6666666666666667,
ds38_TVAE_ep100_bs50.csv,momloc,0.913577668153082,0.9979139797470463,1.0,0.9979058104807784,0.6,
ds38_TVAE_ep100_bs50.csv,momrule,0.913577668153082,0.9995971895477967,1.0,0.9913521301580664,0.8571428571428572,
ds38_TVAE_ep100_bs50.csv,poploc,0.913577668153082,0.9973595952357104,1.0,0.9970972584195268,0.5555555555555556,
ds38_TVAE_ep100_bs50.csv,poprule,0.913577668153082,0.9952694109775323,1.0,0.999461168475013,0.2857142857142857,
ds38_TVAE_ep100_bs50.csv,sploc,0.913577668153082,0.9918688959151543,1.0,0.9952296408725556,0.8,
ds38_TVAE_ep100_bs50.csv,sprule,0.913577668153082,0.986762287639826,1.0,0.9890685781597112,0.8,
ds38_TVAE_ep100_bs50.csv,famsize,0.913577668153082,0.9926146690341892,1.0,0.9981533495683874,0.6,
ds38_TVAE_ep100_bs50.csv,nchild,0.913577668153082,0.9919490204367887,1.0,0.9810171730435183,0.8888888888888888,
ds38_TVAE_ep100_bs50.csv,nchlt5,0.913577668153082,0.9769726860002202,1.0,0.9619251446090588,1.0,
ds38_TVAE_ep100_bs50.csv,nsibs,0.913577668153082,0.9963412619677596,1.0,0.9893302012215863,0.8888888888888888,
ds38_TVAE_ep100_bs50.csv,age,0.913577668153082,0.9802687890247903,0.9666666666666667,0.9962296952610864,1.0,
ds38_TVAE_ep100_bs50.csv,occscore,0.913577668153082,0.9981383397270611,0.9746835443037974,0.9866053002598094,1.0,
ds38_TVAE_ep100_bs50.csv,sei,0.913577668153082,0.9813964739812489,1.0,0.9749772134698281,1.0,
ds38_TVAE_ep100_bs50.csv,inctot,0.913577668153082,0.9579380010158279,0.9977442841656973,0.9642045117470235,0.9987990654113003,
ds38_TVAE_ep100_bs50.csv,incwage,0.913577668153082,0.974389850330803,0.9987254987254988,0.9809907987114149,1.0,
ds38_TVAE_ep100_bs50.csv,poverty,0.913577668153082,0.9965159535789263,0.988,0.9699782639037173,1.0,
ds38_TVAE_ep100_bs50.csv,movedin,0.913577668153082,0.9589781750846367,1.0,0.9578532918369745,1.0,
ds38_TVAE_ep100_bs50.csv,ownershg,0.913577668153082,0.9589781750846367,1.0,0.9578532918369745,1.0,1.0
ds38_TVAE_ep100_bs50.csv,relateg,0.913577668153082,0.9589781750846367,1.0,0.9578532918369745,1.0,1.0
ds38_TVAE_ep100_bs50.csv,sex,0.913577668153082,0.9589781750846367,1.0,0.9578532918369745,1.0,1.0
ds38_TVAE_ep100_bs50.csv,raceg,0.913577668153082,0.9589781750846367,1.0,0.9578532918369745,1.0,0.2857142857142857
ds38_TVAE_ep100_bs50.csv,marst,0.913577668153082,0.9589781750846367,1.0,0.9578532918369745,1.0,1.0
ds38_TVAE_ep100_bs50.csv,school,0.913577668153082,0.9589781750846367,1.0,0.9578532918369745,1.0,1.0
ds38_TVAE_ep100_bs50.csv,educrec,0.913577668153082,0.9589781750846367,1.0,0.9578532918369745,1.0,1.0
ds38_TVAE_ep100_bs50.csv,binaryClass,0.913577668153082,0.9589781750846367,1.0,0.9578532918369745,1.0,1.0
ds68_CopulaGAN_ep100_bs100.csv,input1,0.9333501186998218,0.9213837551423675,0.95,0.9441991932938714,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input2,0.9333501186998218,0.913991757894343,0.88,0.9837009495915945,0.99,
ds68_CopulaGAN_ep100_bs100.csv,input3,0.9333501186998218,0.9629681120662857,0.97,0.9475562187238056,0.99,
ds68_CopulaGAN_ep100_bs100.csv,input5,0.9333501186998218,0.8340547056531531,0.79,0.9433421080044943,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input6,0.9333501186998218,0.9628351481210392,0.96,0.9702999800468334,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input7,0.9333501186998218,0.9506289650893374,0.925,0.9626807672107246,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input8,0.9333501186998218,0.9671619281324868,0.97,0.9904335009922948,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input9,0.9333501186998218,0.8119559388033855,0.72,0.9902935672524938,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input10,0.9333501186998218,0.9444299768202417,0.9,0.9762877756698942,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input11,0.9333501186998218,0.8740413844095766,0.7,0.9910503812660851,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input12,0.9333501186998218,0.8967599151647991,0.87,0.9711438414782106,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input13,0.9333501186998218,0.9948749248528257,1.0,0.9960806232897473,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input14,0.9333501186998218,0.8959331648646242,0.94,0.922841728088037,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input15,0.9333501186998218,0.7592075449087128,0.43999999999999995,0.9543862061198857,1.0,
ds68_CopulaGAN_ep100_bs100.csv,input16,0.9333501186998218,0.9169297951593964,0.94,0.947993239471749,1.0,
ds68_CopulaGAN_ep100_bs100.csv,binaryClass,0.9333501186998218,0.9169297951593964,0.94,0.947993239471749,1.0,1.0
ds2_CopulaGAN_ep200_bs100.csv,a,0.9815743127260418,0.9554071421600027,0.987012987012987,0.9163797484144427,0.987012987012987,
ds2_CopulaGAN_ep200_bs100.csv,b,0.9815743127260418,0.999276825455669,0.9931972789115646,0.997709528960766,0.30782312925170063,
ds2_CopulaGAN_ep200_bs100.csv,c,0.9815743127260418,0.9374188344308507,0.9166666666666666,0.9726231048732997,1.0,
ds2_CopulaGAN_ep200_bs100.csv,d,0.9815743127260418,0.9727337818541796,1.0,0.9437060516183369,0.1428571428571429,
ds2_CopulaGAN_ep200_bs100.csv,e,0.9815743127260418,0.9769676518340265,0.9871794871794872,0.9648718146815987,0.8974358974358975,
ds2_CopulaGAN_ep200_bs100.csv,h,0.9815743127260418,0.8976401195224312,0.9186991869918699,0.8940782926744401,1.0,
ds2_CopulaGAN_ep200_bs100.csv,j,0.9815743127260418,0.9800320244598117,1.0,0.985093143241991,0.7340823970037453,
ds2_CopulaGAN_ep200_bs100.csv,k,0.9815743127260418,0.9774014387332717,1.0,0.9720129112664252,0.7571428571428571,
ds2_CopulaGAN_ep200_bs100.csv,l,0.9815743127260418,0.955715594463137,0.8469387755102041,0.957635002981372,1.0,
ds2_CopulaGAN_ep200_bs100.csv,n,0.9815743127260418,0.9698411672216033,1.0,0.966236437944517,0.7391304347826086,
ds2_CopulaGAN_ep200_bs100.csv,o,0.9815743127260418,0.9273115092920582,1.0,0.9804806026210267,1.0,
ds2_CopulaGAN_ep200_bs100.csv,p,0.9815743127260418,0.9596769710361295,0.9914320685434517,0.9372821604036906,0.9975520195838433,
ds2_CopulaGAN_ep200_bs100.csv,r,0.9815743127260418,0.9410170208822186,0.8571428571428572,0.9691748967869795,1.0,
ds2_CopulaGAN_ep200_bs100.csv,s,0.9815743127260418,0.9715152786241055,0.9896599474832456,0.9653406910934614,0.9999804041961148,
ds2_CopulaGAN_ep200_bs100.csv,t,0.9815743127260418,0.9707720412986773,0.9620696763553906,0.997489288451687,0.9938844224558511,
ds2_CopulaGAN_ep200_bs100.csv,u,0.9815743127260418,0.9996282219245708,0.9997887980252651,0.9808635908520282,0.1945818959094009,
ds2_CopulaGAN_ep200_bs100.csv,v,0.9815743127260418,0.9935924294133148,0.9987071751777634,0.9995556614361273,0.326115061409179,
ds2_CopulaGAN_ep200_bs100.csv,aa,0.9815743127260418,0.9051955689067986,0.9183673469387755,0.9296652162354231,1.0,
ds2_CopulaGAN_ep200_bs100.csv,ad,0.9815743127260418,0.7975567287558836,0.6224489795918368,0.9530015165480387,0.9897959183673469,
ds2_CopulaGAN_ep200_bs100.csv,ah,0.9815743127260418,0.9723172848067506,0.9849246231155779,0.964946991240908,0.5829145728643216,
ds2_CopulaGAN_ep200_bs100.csv,ak,0.9815743127260418,0.9948747713457305,0.9847133757961783,0.987468938637298,0.9643312101910828,
ds2_CopulaGAN_ep200_bs100.csv,al,0.9815743127260418,0.938338352059065,0.9166666666666666,0.9846347910817554,0.8333333333333333,
ds2_CopulaGAN_ep200_bs100.csv,am,0.9815743127260418,0.9922294895488092,0.9831460674157303,0.9909667688661,0.9955056179775281,
ds2_CopulaGAN_ep200_bs100.csv,an,0.9815743127260418,0.904303218352623,0.9113263785394933,0.9666440372803177,1.0,
ds2_CopulaGAN_ep200_bs100.csv,def,0.9815743127260418,0.904303218352623,0.9113263785394933,0.9666440372803177,1.0,1.0
ds38_TVAE_ep200_bs100.csv,value,0.9268821146538979,0.9840884311635106,0.9845577734248979,0.9945591582411037,1.0,
ds38_TVAE_ep200_bs100.csv,rent,0.9268821146538979,0.942040067001614,1.0,0.9849570489153701,1.0,
ds38_TVAE_ep200_bs100.csv,ftotinc,0.9268821146538979,0.9836231872199976,0.9874072314908271,0.9752994141142938,0.9800510597874488,
ds38_TVAE_ep200_bs100.csv,nfams,0.9268821146538979,0.9919440220577432,1.0,0.9725620880947943,1.0,
ds38_TVAE_ep200_bs100.csv,ncouples,0.9268821146538979,0.9857638758292294,1.0,0.997129212001307,0.6666666666666667,
ds38_TVAE_ep200_bs100.csv,nmothers,0.9268821146538979,0.9803223285733487,1.0,0.9969101162420398,0.6666666666666667,
ds38_TVAE_ep200_bs100.csv,nfathers,0.9268821146538979,0.9935430178780167,1.0,0.9945130503102629,0.6666666666666667,
ds38_TVAE_ep200_bs100.csv,momloc,0.9268821146538979,0.9976423657915245,1.0,0.9996122247956165,0.7,
ds38_TVAE_ep200_bs100.csv,momrule,0.9268821146538979,0.9999457488504563,1.0,0.992970164852062,0.8571428571428572,
ds38_TVAE_ep200_bs100.csv,poploc,0.9268821146538979,0.9983547469059335,1.0,0.9969262533349117,0.6666666666666667,
ds38_TVAE_ep200_bs100.csv,poprule,0.9268821146538979,0.9995251652247936,1.0,0.9978238809328088,0.2857142857142857,
ds38_TVAE_ep200_bs100.csv,sploc,0.9268821146538979,0.9887405631743081,1.0,0.991491692379797,1.0,
ds38_TVAE_ep200_bs100.csv,sprule,0.9268821146538979,0.9869755830539746,1.0,0.9916625044616854,0.8,
ds38_TVAE_ep200_bs100.csv,famsize,0.9268821146538979,0.9903750671856288,1.0,0.9938623203252334,0.55,
ds38_TVAE_ep200_bs100.csv,nchild,0.9268821146538979,0.9961161808428399,1.0,0.9946710236864832,0.7777777777777778,
ds38_TVAE_ep200_bs100.csv,nchlt5,0.9268821146538979,0.9783354067017251,1.0,0.9682169662661827,1.0,
ds38_TVAE_ep200_bs100.csv,nsibs,0.9268821146538979,0.9973089911615819,1.0,0.9941530123352056,0.8888888888888888,
ds38_TVAE_ep200_bs100.csv,age,0.9268821146538979,0.9791892826266693,0.9888888888888889,0.9864139369398158,1.0,
ds38_TVAE_ep200_bs100.csv,occscore,0.9268821146538979,0.9986442294477017,0.9746835443037974,0.9999477664789442,1.0,
ds38_TVAE_ep200_bs100.csv,sei,0.9268821146538979,0.9920112535759875,1.0,0.9977182390405317,1.0,
ds38_TVAE_ep200_bs100.csv,inctot,0.9268821146538979,0.9648059934184375,0.9977309074190409,0.9705962801634258,0.9982392237919807,
ds38_TVAE_ep200_bs100.csv,incwage,0.9268821146538979,0.9771883095814485,0.9982304982304983,0.9832643973875946,1.0,
ds38_TVAE_ep200_bs100.csv,poverty,0.9268821146538979,0.9708081682963099,0.94,0.9746451451923012,1.0,
ds38_TVAE_ep200_bs100.csv,movedin,0.9268821146538979,0.9603779262399869,1.0,0.9673898711468296,1.0,
ds38_TVAE_ep200_bs100.csv,ownershg,0.9268821146538979,0.9603779262399869,1.0,0.9673898711468296,1.0,1.0
ds38_TVAE_ep200_bs100.csv,relateg,0.9268821146538979,0.9603779262399869,1.0,0.9673898711468296,1.0,1.0
ds38_TVAE_ep200_bs100.csv,sex,0.9268821146538979,0.9603779262399869,1.0,0.9673898711468296,1.0,1.0
ds38_TVAE_ep200_bs100.csv,raceg,0.9268821146538979,0.9603779262399869,1.0,0.9673898711468296,1.0,0.42857142857142855
ds38_TVAE_ep200_bs100.csv,marst,0.9268821146538979,0.9603779262399869,1.0,0.9673898711468296,1.0,1.0
ds38_TVAE_ep200_bs100.csv,school,0.9268821146538979,0.9603779262399869,1.0,0.9673898711468296,1.0,1.0
ds38_TVAE_ep200_bs100.csv,educrec,0.9268821146538979,0.9603779262399869,1.0,0.9673898711468296,1.0,1.0
ds38_TVAE_ep200_bs100.csv,binaryClass,0.9268821146538979,0.9603779262399869,1.0,0.9673898711468296,1.0,1.0
ds8_CTGAN_ep100_bs100.csv,V3,0.9620825666420862,0.9734925339464842,1.0,0.9714295002934138,1.0,
ds8_CTGAN_ep100_bs100.csv,V4,0.9620825666420862,0.9397415187656556,0.9389002036659878,0.9821468303394579,0.3655804480651731,
ds8_CTGAN_ep100_bs100.csv,V5,0.9620825666420862,0.9674629168300054,1.0,0.9621002317124636,1.0,
ds8_CTGAN_ep100_bs100.csv,V7,0.9620825666420862,0.997813041025612,1.0,0.9977376187913429,1.0,
ds8_CTGAN_ep100_bs100.csv,V8,0.9620825666420862,0.985248928286903,1.0,0.9852955440555654,1.0,
ds8_CTGAN_ep100_bs100.csv,V9,0.9620825666420862,0.9690615655259915,1.0,0.9634641685414391,1.0,
ds8_CTGAN_ep100_bs100.csv,V13,0.9620825666420862,0.9853077229768631,1.0,0.9842783036922214,1.0,
ds8_CTGAN_ep100_bs100.csv,V15,0.9620825666420862,0.9928033805020781,0.9445037353255069,0.9884897903901461,1.0,
ds8_CTGAN_ep100_bs100.csv,V16,0.9620825666420862,0.8451870405165909,1.0,0.9692634909241253,1.0,
ds8_CTGAN_ep100_bs100.csv,V17,0.9620825666420862,0.9633593527089817,1.0,0.9447029684329109,1.0,
ds8_CTGAN_ep100_bs100.csv,V19,0.9620825666420862,0.9293842342729292,1.0,0.9526362897143431,1.0,
ds8_CTGAN_ep100_bs100.csv,V22,0.9620825666420862,0.9567665711271124,1.0,0.9417986970724683,1.0,
ds8_CTGAN_ep100_bs100.csv,V24,0.9620825666420862,0.9988438013317978,1.0,0.9983530659142561,1.0,
ds8_CTGAN_ep100_bs100.csv,V25,0.9620825666420862,0.9718453257300922,0.9395061728395062,0.9358477495624484,1.0,
ds8_CTGAN_ep100_bs100.csv,V27,0.9620825666420862,0.9054640252806991,1.0,0.974682025290787,1.0,
ds8_CTGAN_ep100_bs100.csv,V28,0.9620825666420862,0.9349091182351768,1.0,0.9140017038413406,1.0,
ds8_CTGAN_ep100_bs100.csv,V30,0.9620825666420862,0.9088776784106335,1.0,0.9255515806731466,1.0,
ds8_CTGAN_ep100_bs100.csv,V31,0.9620825666420862,0.8836755416851445,1.0,0.9639937590102166,1.0,
ds8_CTGAN_ep100_bs100.csv,V33,0.9620825666420862,0.9537798880880505,1.0,0.9480110575896437,1.0,
ds8_CTGAN_ep100_bs100.csv,V40,0.9620825666420862,0.9814019073211967,0.9929221435793731,0.9704658230299055,1.0,
ds8_CTGAN_ep100_bs100.csv,V41,0.9620825666420862,0.9638657574056964,1.0,0.9827103052871098,1.0,
ds8_CTGAN_ep100_bs100.csv,V42,0.9620825666420862,0.9507060668125705,1.0,0.9459048510269918,1.0,
ds8_CTGAN_ep100_bs100.csv,V44,0.9620825666420862,0.9046456962214273,1.0,0.9837378333497725,1.0,
ds8_CTGAN_ep100_bs100.csv,V45,0.9620825666420862,0.9341257462165362,1.0,0.9143392087129476,1.0,
ds8_CTGAN_ep100_bs100.csv,V46,0.9620825666420862,0.9816926853155574,1.0,0.9820282918705099,1.0,
ds8_CTGAN_ep100_bs100.csv,class,0.9620825666420862,0.9974987183629698,1.0,0.998544493992598,1.0,
ds16_CTGAN_ep200_bs50.csv,att1,0.8685376046246251,0.9098748720900486,0.8585315937579943,0.9486179321351016,1.0,
ds16_CTGAN_ep200_bs50.csv,att2,0.8685376046246251,0.8785151023219204,0.8135248589794044,0.9509245884092177,0.9849140758231667,
ds16_CTGAN_ep200_bs50.csv,att3,0.8685376046246251,0.8688545771445894,0.778645043952713,0.9546838902577144,1.0,
ds16_CTGAN_ep200_bs50.csv,att4,0.8685376046246251,0.8997309933595337,0.8847404797398021,0.9716378781713892,0.999051361973167,
ds16_CTGAN_ep200_bs50.csv,att5,0.8685376046246251,0.7960131545820746,0.7642245720040282,0.8885524443834762,1.0,
ds16_CTGAN_ep200_bs50.csv,att6,0.8685376046246251,0.9645935289221806,0.9274864752392843,0.9308614425635583,0.9929255097794424,
ds16_CTGAN_ep200_bs50.csv,att7,0.8685376046246251,0.7709095906630581,0.7466847090663058,0.9717310457958104,0.9618403247631935,
ds16_CTGAN_ep200_bs50.csv,att8,0.8685376046246251,0.7782219755826859,0.6737883832778393,0.9726264356242901,0.971513133555309,
ds16_CTGAN_ep200_bs50.csv,att9,0.8685376046246251,0.8318596776525007,0.8053628216247471,0.9719258739800877,0.9960971379011275,
ds16_CTGAN_ep200_bs50.csv,att10,0.8685376046246251,0.8435711251287332,0.8147957432200481,0.9623228999843535,0.8365945760384484,
ds16_CTGAN_ep200_bs50.csv,att11,0.8685376046246251,0.9414478348798476,0.9161313347608852,0.9453365387855996,1.0,
ds16_CTGAN_ep200_bs50.csv,att12,0.8685376046246251,0.8811519238397462,0.85739785799286,0.9940152374652538,1.0,
ds16_CTGAN_ep200_bs50.csv,att13,0.8685376046246251,0.8762119022316684,0.8617428267800212,0.9865826691648609,0.9215727948990435,
ds16_CTGAN_ep200_bs50.csv,att14,0.8685376046246251,0.7947031076361327,0.8141768534688045,0.914919928526926,0.9174472138434672,
ds16_CTGAN_ep200_bs50.csv,att15,0.8685376046246251,0.907875,0.8972111553784861,0.9468921435730834,1.0,
ds16_CTGAN_ep200_bs50.csv,att16,0.8685376046246251,0.8075481906989543,0.7501375894331316,0.9910631842742579,0.8753439735828288,
ds16_CTGAN_ep200_bs50.csv,att17,0.8685376046246251,0.8933839441061331,0.8864723792953458,0.9699081511616906,1.0,
ds16_CTGAN_ep200_bs50.csv,att18,0.8685376046246251,0.9593907874714686,0.9501648490996703,0.9689494285891038,0.9670301800659398,
ds16_CTGAN_ep200_bs50.csv,att19,0.8685376046246251,0.9319129739607126,0.9159433531292828,0.9819421798922608,1.0,
ds16_CTGAN_ep200_bs50.csv,att20,0.8685376046246251,0.9453868302271404,0.9270529994175888,0.9493439845101335,0.896039603960396,
ds16_CTGAN_ep200_bs50.csv,att21,0.8685376046246251,0.9193582030003192,0.8881263964251516,0.9522439301015396,1.0,
ds16_CTGAN_ep200_bs50.csv,att22,0.8685376046246251,0.8586573314439141,0.8612768496420048,0.9476357875071576,0.9331742243436755,
ds16_CTGAN_ep200_bs50.csv,att23,0.8685376046246251,0.9226492045454546,0.8933333333333333,0.9609111597183494,1.0,
ds16_CTGAN_ep200_bs50.csv,att24,0.8685376046246251,0.8813588924683404,0.8580315485447678,0.9708702814714483,1.0,
ds16_CTGAN_ep200_bs50.csv,att25,0.8685376046246251,0.9351335339561625,0.9520301832554797,0.9618402842134647,1.0,
ds16_CTGAN_ep200_bs50.csv,att26,0.8685376046246251,0.9876046016704143,0.9942177963379377,0.975405794476099,0.9983938323160938,
ds16_CTGAN_ep200_bs50.csv,att27,0.8685376046246251,0.9391682768451061,0.9326892619575546,0.9794380946435275,0.9103579347481787,
ds16_CTGAN_ep200_bs50.csv,att28,0.8685376046246251,0.8567276966117501,0.8787690394777743,0.9237152536691621,0.9978240596829344,
ds16_CTGAN_ep200_bs50.csv,att29,0.8685376046246251,0.8908050256492466,0.8983648605322219,0.9523238550263408,1.0,
ds16_CTGAN_ep200_bs50.csv,att30,0.8685376046246251,0.9540328361100348,0.932777993025959,0.9647368711486207,1.0,
ds16_CTGAN_ep200_bs50.csv,att31,0.8685376046246251,0.7918440938789546,0.7520632737276479,0.9682457069856042,0.8376891334250343,
ds16_CTGAN_ep200_bs50.csv,att32,0.8685376046246251,0.9489683593749999,0.9404513888888889,0.9593251849985527,0.9600694444444444,
ds16_CTGAN_ep200_bs50.csv,att33,0.8685376046246251,0.9294133036935704,0.9505813953488372,0.9779844862150135,0.8748290013679889,
ds16_CTGAN_ep200_bs50.csv,att34,0.8685376046246251,0.8968236943287409,0.9179750080102531,0.9338956294687988,1.0,
ds16_CTGAN_ep200_bs50.csv,att35,0.8685376046246251,0.9536871134958167,0.9812659148781375,0.9288292484995062,0.9126955256456895,
ds16_CTGAN_ep200_bs50.csv,att36,0.8685376046246251,0.8859086260131224,0.8716711694326514,0.9798747359901633,0.9548436896950985,
ds16_CTGAN_ep200_bs50.csv,att37,0.8685376046246251,0.9535979093050647,0.9456223007459756,0.9689317189041629,1.0,
ds16_CTGAN_ep200_bs50.csv,att38,0.8685376046246251,0.8247548192771084,0.8036144578313253,0.9641498426359137,0.7566265060240964,
