params,model,test_accuracy,test_f1_weighted,test_gmean,test_roc_auc,test_roc_auc_oracle,test_fscore_oracle,technique,ds,ds_complete,roc_auc_perdif,fscore_perdif
"{'classifier': RandomForestClassifier(max_depth=10), 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",Random Forest,0.89,0.8406008534194441,0.1490711984999859,0.5111111111111111,1.0,1.0,PPT,ds4,ds4_transf1_qi4.csv,0.48793814714640676,-13.879166133390285
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.01, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=10, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=500, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",XGBoost,0.660140562248996,0.7013049438947286,0.7518741820997032,0.5003401246417136,0.6588921282798834,0.9437026207106116,PPT,ds50,ds50_transf2_qi0.csv,-25.24447331534219,-27.48847406275522
"{'classifier': MLPClassifier(alpha=0.005, hidden_layer_sizes=[12], max_iter=100000), 'classifier__alpha': 0.005, 'classifier__hidden_layer_sizes': [12], 'classifier__max_iter': 100000}",Neural Network,0.7370325693606755,0.7536826198389135,0.7808661827431279,0.5004554345387497,0.5092133330816352,0.8243714639002171,PPT,ds8,ds8_transf0_qi0.csv,-0.18902341551742596,-9.425901214402947
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=250), 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",Random Forest,0.8571888066902541,0.8591179528088757,0.854310188485846,0.5011510948203672,0.5013209379533742,0.8771062548297606,PPT,ds55,ds55_transf0_qi3.csv,0.006628012893252589,-6.951694457987393
"{'classifier': RandomForestClassifier(max_depth=7, n_estimators=250), 'classifier__max_depth': 7, 'classifier__n_estimators': 250}",Random Forest,0.8087248322147651,0.8045967800433148,0.8000203139349394,0.500457192602561,0.5017870761509944,0.8438159504418221,PPT,ds56,ds56_transf0_qi2.csv,-0.002796103990833046,0.1086150692509884
"{'classifier': MLPClassifier(alpha=0.005, hidden_layer_sizes=[25, 16], max_iter=100000), 'classifier__alpha': 0.005, 'classifier__hidden_layer_sizes': [25, 16], 'classifier__max_iter': 100000}",Neural Network,0.8009650180940893,0.7676967500165691,0.5493030965959599,0.5022785722553431,0.503441663554149,0.8299778944703983,PPT,ds8,ds8_transf1_qi3.csv,0.17458369788898911,-7.741747728978946
"{'classifier': MLPClassifier(alpha=0.005, hidden_layer_sizes=[24], max_iter=100000), 'classifier__alpha': 0.005, 'classifier__hidden_layer_sizes': [24], 'classifier__max_iter': 100000}",Neural Network,0.8894230769230769,0.8754420866489833,0.5563346085956827,0.5021910955477739,0.52,0.8941731715478417,PPT,ds2,ds2_transf1_qi0.csv,0.18262561748414427,2.6313115550440576
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.1, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=7, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 100}",XGBoost,0.892,0.8829650663942801,0.64128578927265,0.5025655321299326,0.5126918421042582,0.8888084516611183,PPT,ds37,ds37_transf0_qi3.csv,-0.2566006085512784,-5.318949680422125
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.1, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=7, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 100}",XGBoost,0.7756332931242461,0.7056830410979227,0.362832399647465,0.5099412914004172,0.5377358490566038,0.791722006721073,PPT,ds8,ds8_transf2_qi2.csv,1.70283862006276,-15.194269055342083
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.1, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=7, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=250, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 250}",XGBoost,0.9273078160180124,0.9257790621246992,0.896411772416304,0.9000024799289523,0.9076837089255918,0.936508390759552,PPT,ds55,ds55_transf2_qi1.csv,79.59895558683358,0.2681561423970859
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.1, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=7, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 100}",XGBoost,0.9466403162055336,0.9483774150702858,0.8025681119681571,0.5046794230448558,0.6363636363636364,0.9483774150702858,PPT,ds24,ds24_transf2_qi4.csv,-1.8306033084657756,1.6478451616224372
"{'classifier': LogisticRegression(max_iter=10000), 'classifier__C': 1.0, 'classifier__max_iter': 10000}",Logistic Regression,0.8814229249011858,0.9022462161380508,0.8211519186148245,0.5014734931568349,0.5757575757575757,0.945419177250856,PPT,ds24,ds24_transf2_qi3.csv,-2.4542154245365353,-3.2965334071526438
"{'classifier': LogisticRegression(max_iter=10000), 'classifier__C': 1.0, 'classifier__max_iter': 10000}",Logistic Regression,0.8558139534883721,0.7893221425657165,0.0,0.5,0.5483870967741935,0.8270360314274847,PPT,ds59,ds59_transf2_qi3.csv,-0.1656439022246904,-5.466761265470306
"{'classifier': MLPClassifier(alpha=0.001, hidden_layer_sizes=[24, 16], max_iter=100000), 'classifier__alpha': 0.001, 'classifier__hidden_layer_sizes': [24, 16], 'classifier__max_iter': 100000}",Neural Network,0.875,0.8211538461538462,0.0,0.4997498749374687,0.56,0.8752738775584729,PPT,ds2,ds2_transf0_qi3.csv,-0.3043760291402774,-3.733099533939356
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.1, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=4, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__n_estimators': 100}",XGBoost,0.9340623994853652,0.9322937960525054,0.899094141298063,0.5010844482145107,0.502797295402947,0.9360972129948386,PPT,ds55,ds55_transf0_qi4.csv,-0.006671573576982429,0.9737460454569793
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=250), 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",Random Forest,0.9337407526535864,0.9319031227446825,0.8979112175957626,0.5010650805999483,0.5018985643291435,0.9354350079481532,PPT,ds55,ds55_transf0_qi1.csv,-0.010536455535861867,0.9314334745293587
"{'classifier': MLPClassifier(alpha=0.005, hidden_layer_sizes=[9], max_iter=100000), 'classifier__alpha': 0.005, 'classifier__hidden_layer_sizes': [9], 'classifier__max_iter': 100000}",Neural Network,0.796875,0.7389558628577896,0.2897004598259421,0.500490991326706,0.5018659196086694,0.8126952012824695,PPT,ds51,ds51_transf0_qi1.csv,-0.09421074785723281,-3.7355955269738486
"{'classifier': RandomForestClassifier(max_depth=10), 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",Random Forest,0.8911806543385491,0.8399017374097043,0.0,0.5,0.5001545565280645,0.8467739677723399,PPT,ds38,ds38_transf1_qi2.csv,-0.00032911084123676506,-0.20546159125082128
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.01, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=10, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=500, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",XGBoost,0.7898230088495575,0.8168526995857653,0.6737290010688306,0.5005198290893019,0.5019867943680578,0.888436760084013,PPT,ds33,ds33_transf0_qi1.csv,-0.2569926949576846,-7.043358675662614
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=250), 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",Random Forest,0.925,0.888961038961039,0.0,0.5,0.516408204102051,0.9802954803741588,PPT,ds14,ds14_transf2_qi0.csv,-45.45454545454547,-9.930631294956104
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=500), 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",Random Forest,0.9003436426116839,0.8700167677020254,0.4192659445387173,0.5110937821852103,0.516765735809081,0.9021565252741324,PPT,ds10,ds10_transf1_qi3.csv,1.779849503895592,-1.8330366916393122
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.01, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=4, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=250, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 4, 'classifier__n_estimators': 250}",XGBoost,0.8230698529411765,0.7690993346539746,0.3695790552986505,0.5035167992874943,0.513980063785357,0.7894309106265796,PPT,ds51,ds51_transf1_qi2.csv,0.5097876011372922,0.19122000702462405
"{'classifier': RandomForestClassifier(max_depth=10), 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",Random Forest,0.8971238938053098,0.8576121857623934,0.3115884764248779,0.5485436893203883,0.5485436893203883,0.8942320166650896,PPT,ds33,ds33_transf0_qi2.csv,9.313146115648658,-2.4049888214569846
"{'classifier': LogisticRegression(C=10000.0, max_iter=10000), 'classifier__C': 10000.0, 'classifier__max_iter': 10000}",Logistic Regression,0.7869127516778524,0.7865928630339385,0.7874799005156532,0.5005382469906986,0.5012611939772703,0.8892218392889534,PPT,ds56,ds56_transf0_qi0.csv,0.01339951133264042,-2.131447583663638
"{'classifier': LogisticRegression(C=0.0001, max_iter=10000), 'classifier__C': 0.0001, 'classifier__max_iter': 10000}",Logistic Regression,0.9925,0.9924631394301427,0.9761474528805872,0.584597854482797,1.0,1.0,PPT,ds4,ds4_transf2_qi1.csv,14.935934213042662,1.6793556679253436
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.1, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=10, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=250, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",XGBoost,0.8243847874720358,0.8245081668381053,0.7638171138542154,0.501140221598552,0.5040572234169033,0.8274557270483401,PPT,ds32,ds32_transf0_qi1.csv,0.030969214532441062,4.556355148379661
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=250), 'classifier__max_depth': 10, 'classifier__n_estimators': 250}",Random Forest,0.89,0.8406008534194441,0.1490711984999859,0.5111111111111111,0.9888888888888888,0.997511973217192,PPT,ds4,ds4_transf1_qi0.csv,0.48793814714640676,-13.879166133390285
"{'classifier': RandomForestClassifier(max_depth=10), 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",Random Forest,0.9525691699604744,0.9412504491555874,0.5498996699385502,0.5356011339002835,0.6363636363636364,0.952867148314665,PPT,ds24,ds24_transf2_qi0.csv,4.184236133636074,0.8839712900417485
"{'classifier': MLPClassifier(hidden_layer_sizes=[15, 10], max_iter=10000), 'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': [15, 10], 'classifier__max_iter': 10000}",Neural Network,0.9745222929936306,0.9729802985138792,0.8682064943177049,0.6864045659193233,0.9704545454545456,0.9949594177947336,PPT,ds68,ds68_transf2_qi0.csv,20.467178469176126,-2.3039350021040534
"{'classifier': RandomForestClassifier(max_depth=7), 'classifier__max_depth': 7, 'classifier__n_estimators': 100}",Random Forest,0.88,0.8238297872340425,0.0,0.5,0.9895833333333334,0.9974886151549086,PPT,ds16,ds16_transf1_qi0.csv,-50.0,-17.617021276595747
"{'classifier': RandomForestClassifier(max_depth=7, n_estimators=250), 'classifier__max_depth': 7, 'classifier__n_estimators': 250}",Random Forest,0.8969072164948454,0.8590553285882991,0.3429971702850177,0.5588235294117647,0.6029411764705882,0.9070472853654722,PPT,ds10,ds10_transf0_qi0.csv,11.28481054804555,-3.069853303951474
"{'classifier': RandomForestClassifier(max_depth=4), 'classifier__max_depth': 4, 'classifier__n_estimators': 100}",Random Forest,0.88,0.8238297872340425,0.0,0.5,1.0,1.0,PPT,ds16,ds16_transf1_qi2.csv,-50.0,-17.617021276595747
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.01, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=10, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",XGBoost,0.7997587454764777,0.7658726197754696,0.545125826112292,0.5022402586596177,0.5032076769516833,0.835049552659949,PPT,ds8,ds8_transf2_qi3.csv,0.1669424232781204,-7.960963282457484
"{'classifier': RandomForestClassifier(max_depth=7), 'classifier__max_depth': 7, 'classifier__n_estimators': 100}",Random Forest,0.8926991150442478,0.8497854827830684,0.2605308420302334,0.513365906254098,0.5339805825242718,0.9140484135043834,PPT,ds33,ds33_transf0_qi3.csv,2.3029585677539837,-3.295656162056066
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.01, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=10, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=500, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",XGBoost,0.9026548672566372,0.8877501884104275,0.559632568140226,0.5033159783775383,0.5145631067961165,0.9114658433410624,PPT,ds33,ds33_transf1_qi3.csv,0.3002206713738755,1.0246717572568063
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.1, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=7, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=250, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 250}",XGBoost,0.7349397590361446,0.7665307854123788,0.7905589319506113,0.500498367527311,0.6085132708533076,0.9404221386897594,PPT,ds50,ds50_transf0_qi3.csv,-25.220830337946758,-20.744438760908462
"{'classifier': RandomForestClassifier(max_depth=10, n_estimators=500), 'classifier__max_depth': 10, 'classifier__n_estimators': 500}",Random Forest,0.88,0.8238297872340425,0.0,0.5,1.0,1.0,PPT,ds16,ds16_transf2_qi3.csv,-50.0,-17.617021276595747
"{'classifier': RandomForestClassifier(max_depth=7, n_estimators=500), 'classifier__max_depth': 7, 'classifier__n_estimators': 500}",Random Forest,0.955,0.955,0.826421788781596,0.5069479184036463,0.5833333333333334,0.9741241896151788,PPT,ds14,ds14_transf0_qi1.csv,-44.696590719602234,-3.2395759280437884
"{'classifier': RandomForestClassifier(max_depth=4), 'classifier__max_depth': 4, 'classifier__n_estimators': 100}",Random Forest,0.8911806543385491,0.8399017374097043,0.0,0.5,0.5001364364568438,0.8451380994896104,PPT,ds38,ds38_transf0_qi3.csv,-0.00032911084123676506,-0.20546159125082128
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.1, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=4, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__n_estimators': 100}",XGBoost,0.2525,0.2678774260534529,0.3971731094538494,0.5000468461655577,0.5747318103496193,0.9851418570375828,PPT,ds4,ds4_transf2_qi3.csv,-1.6873719709909074,-72.55555093488225
"{'classifier': XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric='logloss', gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.1, max_bin=256,
              max_cat_to_onehot=4, max_delta_step=0, max_depth=7, max_leaves=0,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, ...), 'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 100}",XGBoost,0.888,0.879169752429595,0.6343928935721322,0.5022848044038983,0.5114503816793893,0.884079554891214,PPT,ds37,ds37_transf2_qi3.csv,-0.3123162036487353,-5.725924232582354
"{'classifier': LogisticRegression(C=0.0001, max_iter=10000), 'classifier__C': 0.0001, 'classifier__max_iter': 10000}",Logistic Regression,0.88,0.8238297872340425,0.0,0.5,1.0,1.0,PPT,ds16,ds16_transf2_qi0.csv,-50.0,-17.617021276595747
"{'classifier': MLPClassifier(hidden_layer_sizes=[12, 16], max_iter=10000), 'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': [12, 16], 'classifier__max_iter': 10000}",Neural Network,0.8878205128205128,0.8494700964888359,0.1755094625043659,0.5002970235117559,0.609375,0.9305243164892288,PPT,ds5,ds5_transf0_qi0.csv,-0.4716785536573169,-2.462706334208398
